,org_id,org_lat,org_long,des_id,des_lat,des_long,dist_bike_mi,dur_bike_mins,dist_drive_2pm_mi,dur_drive_2pm_mins,dist_drive_2pm_sat_mi,dur_drive_2pm_sat_mins,dist_drive_6pm_mi,dur_drive_6pm_mins,dist_drive_9am_mi,dur_drive_9am_mins,dist_transit_2pm_mi,dur_transit_2pm_mins,dist_transit_2pm_sat_mi,dur_transit_2pm_sat_mins,dist_transit_6pm_mi,dur_transit_6pm_mins,dist_transit_9am_mi,dur_transit_9am_mins
87,356.0,40.716226,-73.982612,402.0,40.740343,-73.989551,2.9,16.0,3.8,22.0,3.8,21.0,3.8,22.0,3.8,23.0,3.0,22.0,3.0,23.0,3.0,23.0,3.0,23.0
88,356.0,40.716226,-73.982612,345.0,40.736494,-73.997044,2.3,16.0,2.4,18.0,2.4,20.0,2.4,18.0,2.4,19.0,2.4,19.0,2.5,19.0,2.5,19.0,2.4,19.0
89,356.0,40.716226,-73.982612,267.0,40.750977,-73.987654,4.1,23.0,4.4,24.0,4.4,20.0,4.4,22.0,4.4,25.0,3.3,20.0,3.4,20.0,3.4,21.0,3.3,21.0
90,335.0,40.729039,-73.994046,405.0,40.739323,-74.008119,1.4,7.0,1.3,12.0,1.3,13.0,1.3,12.0,1.3,12.0,1.5,20.0,1.5,20.0,1.5,19.0,1.5,19.0
91,335.0,40.729039,-73.994046,223.0,40.737815,-73.999947,0.9,5.0,0.9,7.0,0.9,8.0,0.9,7.0,0.9,7.0,1.9,17.0,1.9,17.0,1.1,15.0,1.9,17.0
92,335.0,40.729039,-73.994046,410.0,40.720664,-73.98518,1.0,8.0,1.0,10.0,1.0,11.0,1.1,10.0,1.1,10.0,1.4,15.0,1.4,15.0,1.4,15.0,1.4,15.0
93,335.0,40.729039,-73.994046,320.0,40.717571,-74.005549,1.7,10.0,1.2,11.0,1.2,11.0,1.2,10.0,1.2,10.0,1.4,14.0,1.4,13.0,1.4,14.0,1.4,14.0
94,335.0,40.729039,-73.994046,489.0,40.750664,-74.001768,2.2,13.0,2.2,15.0,2.2,16.0,2.2,15.0,2.2,15.0,2.3,25.0,2.3,25.0,2.3,25.0,2.3,26.0
95,335.0,40.729039,-73.994046,263.0,40.71729,-73.996375,1.1,9.0,1.3,13.0,1.3,14.0,1.3,13.0,1.3,11.0,1.5,15.0,1.2,14.0,1.2,14.0,1.2,14.0
96,335.0,40.729039,-73.994046,2006.0,40.765909,-73.976342,3.1,17.0,3.1,25.0,3.1,24.0,3.1,24.0,3.1,25.0,3.1,21.0,3.2,20.0,3.2,21.0,3.1,20.0
97,335.0,40.729039,-73.994046,402.0,40.740343,-73.989551,1.4,8.0,1.4,12.0,1.4,13.0,1.4,12.0,1.4,12.0,1.0,8.0,1.0,7.0,1.0,7.0,1.0,7.0
98,335.0,40.729039,-73.994046,345.0,40.736494,-73.997044,0.8,4.0,0.8,7.0,0.8,7.0,0.8,7.0,0.8,6.0,1.7,15.0,1.7,15.0,0.9,13.0,0.9,13.0
99,335.0,40.729039,-73.994046,267.0,40.750977,-73.987654,2.1,12.0,2.1,18.0,2.1,17.0,2.1,17.0,2.1,17.0,1.6,12.0,1.7,11.0,1.7,11.0,1.6,11.0
